sortOrder,titulo,categorias,referencia,preco,id,
2270,Porta Papel Higiênico Rolão - Linha Hígia,Dispensers / Papel Higiênico Rolão / Dispenser Plástico,CMI6003,,product-2203,
2280,Porta Papel Higiênico Rolão aço inox ESCOVADO - Linha Noble,Dispensers / Papel Higiênico Rolão,CMI1028,,product-369,
2290,Porta Papel Higiênico Rolão Aço Inox POLIDO - Linha Visium,Dispensers / Papel Higiênico Rolão,CMI13.02,,product-399,
2300,Raspador de Segurança 4 cm,Acessórios,CMIRV040,,product-1601,
2310,Raspador Multiuso Pesado com Cabo de 40 cm,Acessórios,CMIRM400,,product-1949,
2320,Raspador multiuso Pesado com Cabo Plástico de 10 cm,Acessórios,CMIRM100,,product-1783,
2330,"Raspador Pesado c/ Cabo de 1,40 m",Acessórios,CMIRM150,,product-1957,
2340,Refil Aplicador de Cera Finish 40 cm - Microfibra - RF400,,CMIRF400,,product-1583,
2350,Refil Mop Líquido linha Microfibra Acqua Amarelo,,CMIRLM4AM,,product-1931,
2360,Refil Mop Líquido linha Microfibra Acqua Azul,,CMIRLM4AZ,,product-1933,
2370,Refil Mop Líquido linha Microfibra Acqua Branco,,CMIRLM4BR,,product-1973,
2380,Refil Mop Líquido linha Microfibra Acqua Verde,,CMIRLM4VD,,product-1975,
2390,Refil Mop Líquido linha Microfibra Acqua Vermelho,,CMIRLM4VM,,product-1937,
2400,Refil Mop Líquido Ponta c/ Loop 320g - RL32xx,,CMIRL32xx,,product-255,
2410,Refil Mop Líquido Ponta c/ Loop 400g,,CMIRL40xx,,product-1167,
2420,Refil Mop Líquido Ponta c/ Loop s/ cinta 300g,,CMIRL30xx,,product-1187,
2430,Refil Mop Líquido Ponta c/ Loop s/ cinta 350g - RL35xx,,CMIRL35xx,,product-259,
2440,Refil Mop Úmido p/ Mop Pró (s/cabo/sup) BR,MOP / Variedades,CMI380005,,product-1805,
2450,Refil Mopinho - Mop Algodão com Encaixe de Rosca,,CMIBR32AZ,,product-1879,
2460,Refil Plástico para Embalador de Guarda-Chuva - 2253,Dispensers / Dispenser Plástico,CMI2253,,product-425,
2470,Reservatório Dispenser de Sabonete Líquido C19120,Dispensers / Sabonete Líquido,CMIC19120,,product-81,
2480,Reservatório p/ Saboneteira Espuma,Dispensers / Sabonete Líquido / Sabonete Espuma / Dispenser Plástico,CMIC19121,,product-267,
2490,Rodas / Rodízio Giratório p/ Balde Espremedor/ Carro Funcional Pacote c/4 Unidades RD3PRO,Acessórios para Reposição,CMIRD3PRO,,product-1785,
2500,Rodo Combinado Limpa Vidros 25cm com Cabo 60cm,Equipamentos de Limpeza / Rodo Limpa Vidros,CMICB250,,product-1935,
2510,Rodo Combinado Limpa Vidros sem Cabo,Equipamentos de Limpeza / Rodo Limpa Vidros,CMICB,,product-1355,
2520,Rodo Profissional Twister s/ cabo - RT450,Variedades,CMIRT450,,product-1581,
2530,"Rodo Propulsor 0,9 m - RL090",Variedades,CMIRL090,,product-1409,
2540,"Rodo Propulsor 1,3 m - RL130",Variedades,CMIRL130,,product-289,
2550,Saboneteira 1000ml Inox ESCOVADO Linha Visium,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1345,,product-2167,
2560,Saboneteira 1000ml Inox POLIDO Linha Visium,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1010,,product-383,
2570,Saboneteira 500ml Inox ESCOVADO Linha Visium,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1344,,product-2149,
2580,Saboneteira 500ml Inox POLIDO Linha Visium,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1011,,product-1629,
2590,Saboneteira 700ml plástico automática com sensor,Dispensers / Sabonete Líquido / Dispenser Plástico,CMI12.07,,product-1627,
2600,Saboneteira 800ml Espuma - Linha Hígia,Dispensers / Sabonete Espuma / Dispenser Plástico,CMI5799,,product-2163,
2610,Saboneteira 800ml Inox ESCOVADO - Linha Noble,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1016,,product-1625,
2620,Saboneteira 800ml para sabonete líquido - Linha AG+,Dispensers / Sabonete Líquido / Dispenser Plástico,CMI1102,,product-413,
2630,Saboneteira 800ml para sabonete líquido - Linha Hígia,Dispensers / Sabonete Líquido / Dispenser Plástico,CMI5800,,product-2145,
2640,Saboneteira 800ml SLIM Inox ESCOVADO - Linha Noble,Dispensers / Sabonete Líquido / Dispenser Inox,CMI1060,,product-361,
2650,Saboneteira Clear Reservatório Próprio 1000ml,Sabonete Líquido,CMILICL1000,,product-1375,
2660,Saboneteira espuma 1000ml Inox ESCOVADO Linha Visium,Dispensers / Sabonete Espuma,CMI5705,,product-2197,
2670,Saboneteira espuma 1000ml Inox POLIDO Linha Visium,Dispensers / Sabonete Espuma,CMI5704,,product-2199,
2680,Saboneteira Espuma 900ml com sensor Inox ESCOVADO Linha Noble,Dispensers / Sabonete Espuma,CMI1059,,product-373,
2690,Saboneteira Reservatório 400ml - Box Cloud,Sabonete Líquido,CMILISC400,,product-1719,
2700,Saboneteira Reservatório Box 400ml - Clear Black,Sabonete Líquido,CMILICL400BB,,product-1717,
2710,Secador de Mãos Aço Inox Speedy Plus,Secador de Mãos,CMI1047,,product-371,
2720,Secador de Mãos Adler,Secador de Mãos,CMI5816,,product-2205,
2730,Secador de mãos AIRES,Secador de Mãos / Dispenser Plástico,CMI2382,,product-2207,
2740,Secador De Mãos Panther Sm5a Inox,Secador de Mãos,CMI2209,,product-2209,
2750,Secador de Mãos Speedy Plástico 110v ou 220v,Secador de Mãos / Dispenser Plástico,CMI539,,product-365,
2760,Super Mop Doméstico,MOP,CMISM600,,product-245,
2770,Super Mop Profissional,MOP,CMISM700,,product-247,
2780,Suporte LT Euro Azul - Suporte limpa tudo plástico p/ fibra,Acessórios,CMISE301,,product-1567,
2790,Suporte LT Rosca,Acessórios,CMISR300,,product-1569,
2800,Suporte para Fibra de Limpeza Ultra Pesada,Acessórios,CMISM302,,product-1573,
2810,Tampa Aro - AR24,Acessórios / Tampas / Lixeiras Plástico,CMIAR24,,product-1537,
2820,Tampa Aro Inox 24cm - MSP363,Acessórios / Tampas / Lixeiras Inox,CMIMSP363,,product-1857,
2830,Tampa Aro Inox 30cm - MSP366,Acessórios / Tampas / Lixeiras Inox,CMIMSP366,,product-1885,
2840,Tampa Basc. p/ Cesto 14/23 Lts,Acessórios / Tampas / Lixeiras Plástico,CMITB24,,product-1529,
2850,Tampa Basculante Frontal p/ Lixeira Retangular de 50 Lts - TB50,Acessórios / Tampas / Lixeiras Plástico,CMITB50,,product-1531,
2860,Tampa Basculante Transversal para Lixeira Retangular de 50 Lts,Acessórios / Tampas / Lixeiras Plástico,CMITB51,,product-157,
2870,Tampa Bi Partida para Carro Cuba,Acessórios / Carro Cuba / Tampas,CMIET,,product-2055,
2880,Tampa Flip Top Basculante inox 24cm,Acessórios / Tampas / Lixeiras Inox,CMIMSP288,,product-1853,
2890,Tampa Flip Top Basculante inox 30cm,Acessórios / Tampas / Lixeiras Inox,CMIMSP289,,product-1855,
2900,Tampa Meia Lua para Cesto 14/23 Litros,Acessórios / Tampas / Lixeiras Plástico,CMITB25X,,product-1611,
2910,Tampa para Carro Cuba de 400L,Acessórios / Carro Cuba / Tampas,CMICT40,,product-197,
2920,Tampa Simples p/ Lixeira Retangular de 50 Lts,Acessórios / Tampas / Lixeiras Plástico,CMITS50,,product-139,
2930,Toalheiro Americano Júnior 3D p/ interf. em Aço c/ Pintura Epoxi Branco - 2027E,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMITAP2027E,,product-1411,
2940,Toalheiro Americano Júnior 3D p/ interf. em Aço Inox - 2027I,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMITAP2027I,,product-1413,
2950,Toalheiro Americano p/ Papel 3 Dobras em Aço c/ Pintura Epoxi - TAG2327E,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMITAG2327E,,product-349,
2960,Toalheiro Americano p/ Papel 3 Dobras em Aço Inox - TAG2327I,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMITAG2327I,,product-347,
2970,Toalheiro Papel Toalha Bobina Aço Inox ESCOVADO - Linha Noble,Dispensers / Papel Toalha Bobina / Dispenser Inox,CMI1027,,product-1759,
2980,Toalheiro Papel Toalha Bobina Alavanca - Linha Inova,Dispensers / Papel Toalha Bobina / Dispenser Plástico,CMI1055,,product-2045,
2990,Toalheiro Papel Toalha Interfolhado - Linha AG+,Dispensers / Papel Toalha Interfolhado / Dispenser Plástico,CMI1070,,product-411,
3000,Toalheiro Papel Toalha Interfolhado - Linha Hígia,Dispensers / Papel Toalha Interfolhado / Dispenser Plástico,CMI6000,,product-2147,
3010,Toalheiro Papel Toalha Interfolhado Aço Inox ESCOVADO - Linha Noble,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI1029,,product-357,
3020,Toalheiro Papel Toalha Interfolhado Aço Inox ESCOVADO - Linha Quadra,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI5488,,product-2169,
3030,Toalheiro Papel Toalha Interfolhado Aço Inox ESCOVADO - Linha Visium,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI13.05,,product-2165,
3040,Toalheiro Papel Toalha Interfolhado Aço Inox POLIDO - Linha Quadra,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI5470,,product-2175,
3050,Toalheiro Papel Toalha Interfolhado em Aço Inox POLIDO - Linha Visium,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI13.01,,product-403,
3060,Toalheiro Papel Toalha Interfolhado Paper Pop - Linha POP,Dispensers / Papel Toalha Interfolhado / Dispenser Plástico,CMI2403 2501,,product-421,
3070,Toalheiro para Papel Toalha Interfolhado em Aço Inox LINHA IDEAL,Dispensers / Papel Toalha Interfolhado / Dispenser Inox,CMI833,,product-417,
